-80	105
-75	276
-65	104
-57	350
-50	175
-46	116
-45	139
-45	131
-43	410
-39	151
-31	82
-30	122
-30	123
-29	223
-28	168
-25	185
-22	98
-22	173
-12	126
10	96
12	188
16	115
20	86
20	107
21	174
31	175
35	188
35	89
36	145
52	151
70	196
