-215	113
-212	110
-211	104
-198	105
-170	104
-153	74
-108	78
-40	90
-36	97
-23	140.6
-23	313
-22	126
-22	109.5
-22	102.7
-22	191
-20	101.1
-20	129
-20	252.6
-19	166
-19	117.9
-18	142
-18	142
-16	167
-15	252.4
-15	156
-15	74
-14	185
-13	111.1
-12	90.7
-12	98.1
-12	110
-9	198.4
-8	120.2
-7	246.8
9	113
11	99
12	97
12	45
13	77.7
15	47
15	47
17	93
17	27.7
19	42
19	57
19	57.2
20	95
24	78.9
24	105.2
25	48.1
27	98
28	76.1
31	115
37	101
184	92
218	78
236	93
245	90
