-106	71
-95	97
-85	103
-76	82
-67	135
-65	113
-55	69
-55	64
-51	180
-50	65
-47	135
-46	304
-45	138
-43	162
-43	177
-42	75
-41	113
-39	153
-36	185
-32	482
-15	218
-9	162
3	228
10	137
14	189
16	144
16	146
26	83
31	97
32	89
43	106
60	69
