-108	93
-105	117
-105	135
-85	141
-72	116
-66	96
-56	138
-50	171
-47	113
-45	185
-41	66
-38	117
-36	119
-32	482
-28	107
-23	245
-21	133
-19	123
-11	171
-11	147
-5	141
-5	175
-2	70
13	144
15	203
15	68
15	182
15	85
25	66
25	153
42	91
60	82
62	88
65	56
66	96
85	86
86	75
95	88
96	78
